Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2016,CA,California,Stockton,City,BRFSS,Prevention,0675000,Mammography use among women aged 50–74 Years,%,AgeAdjPrv,Age-adjusted prevalence,75.0,74.7,75.4,,,291707,"(37.9766322679, -121.311121669)",PREVENT,MAMMOUSE,675000.0,,Mammography
2016,CA,California,Stockton,City,BRFSS,Health Outcomes,0675000,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,14.1,14.0,14.3,,,291707,"(37.9766322679, -121.311121669)",HLTHOUT,MHLTH,675000.0,,Mental Health
2016,CA,California,Stockton,City,BRFSS,Unhealthy Behaviors,0675000,Obesity among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,31.1,30.9,31.2,,,291707,"(37.9766322679, -121.311121669)",UNHBEH,OBESITY,675000.0,,Obesity
2016,CA,California,Stockton,City,BRFSS,Prevention,0675000,Papanicolaou smear use among adult women aged 21–65 Years,%,AgeAdjPrv,Age-adjusted prevalence,76.5,76.2,76.8,,,291707,"(37.9766322679, -121.311121669)",PREVENT,PAPTEST,675000.0,,Pap Smear Test
2016,CA,California,Stockton,City,BRFSS,Health Outcomes,0675000,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,14.7,14.6,14.9,,,291707,"(37.9766322679, -121.311121669)",HLTHOUT,PHLTH,675000.0,,Physical Health
2016,CA,California,Stockton,City,BRFSS,Unhealthy Behaviors,0675000,Sleeping less than 7 hours among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,37.6,37.5,37.8,,,291707,"(37.9766322679, -121.311121669)",UNHBEH,SLEEP,675000.0,,Sleep <7 hours
2016,CA,California,Stockton,City,BRFSS,Health Outcomes,0675000,Stroke among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,3.6,3.6,3.7,,,291707,"(37.9766322679, -121.311121669)",HLTHOUT,STROKE,675000.0,,Stroke
2016,CA,California,Stockton,City,BRFSS,Health Outcomes,0675000,All teeth lost among adults aged >=65 Years,%,AgeAdjPrv,Age-adjusted prevalence,18.0,17.4,18.7,,,291707,"(37.9766322679, -121.311121669)",HLTHOUT,TEETHLOST,675000.0,,Teeth Loss
2016,CA,California,Sunnyvale,City,BRFSS,Prevention,0677000,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,Age-adjusted prevalence,7.7,7.4,8.1,,,140081,"(37.3834416566, -122.025624324)",PREVENT,ACCESS2,677000.0,,Health Insurance
2016,CA,California,Sunnyvale,City,BRFSS,Health Outcomes,0677000,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,14.7,14.5,14.8,,,140081,"(37.3834416566, -122.025624324)",HLTHOUT,ARTHRITIS,677000.0,,Arthritis
2016,CA,California,Sunnyvale,City,BRFSS,Unhealthy Behaviors,0677000,Binge drinking among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,14.8,14.7,14.9,,,140081,"(37.3834416566, -122.025624324)",UNHBEH,BINGE,677000.0,,Binge Drinking
2015,CA,California,Sunnyvale,City,BRFSS,Health Outcomes,0677000,High blood pressure among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,21.9,21.8,22.1,,,140081,"(37.3834416566, -122.025624324)",HLTHOUT,BPHIGH,677000.0,,High Blood Pressure
2015,CA,California,Sunnyvale,City,BRFSS,Prevention,0677000,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,AgeAdjPrv,Age-adjusted prevalence,50.7,50.5,50.9,,,140081,"(37.3834416566, -122.025624324)",PREVENT,BPMED,677000.0,,Taking BP Medication
2016,CA,California,Sunnyvale,City,BRFSS,Health Outcomes,0677000,Cancer (excluding skin cancer) among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,5.5,5.4,5.5,,,140081,"(37.3834416566, -122.025624324)",HLTHOUT,CANCER,677000.0,,Cancer (except skin)
2016,CA,California,Sunnyvale,City,BRFSS,Health Outcomes,0677000,Current asthma among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,7.0,7.0,7.1,,,140081,"(37.3834416566, -122.025624324)",HLTHOUT,CASTHMA,677000.0,,Current Asthma
2016,CA,California,Sunnyvale,City,BRFSS,Health Outcomes,0677000,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,4.0,3.9,4.1,,,140081,"(37.3834416566, -122.025624324)",HLTHOUT,CHD,677000.0,,Coronary Heart Disease
2016,CA,California,Sunnyvale,City,BRFSS,Prevention,0677000,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,65.5,65.3,65.6,,,140081,"(37.3834416566, -122.025624324)",PREVENT,CHECKUP,677000.0,,Annual Checkup
2015,CA,California,Sunnyvale,City,BRFSS,Prevention,0677000,Cholesterol screening among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,78.7,78.4,79.1,,,140081,"(37.3834416566, -122.025624324)",PREVENT,CHOLSCREEN,677000.0,,Cholesterol Screening
2016,CA,California,Sunnyvale,City,BRFSS,Prevention,0677000,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,AgeAdjPrv,Age-adjusted prevalence,73.9,73.4,74.4,,,140081,"(37.3834416566, -122.025624324)",PREVENT,COLON_SCREEN,677000.0,,Colorectal Cancer Screening
2016,CA,California,Sunnyvale,City,BRFSS,Health Outcomes,0677000,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,3.3,3.2,3.4,,,140081,"(37.3834416566, -122.025624324)",HLTHOUT,COPD,677000.0,,COPD
2016,CA,California,Sunnyvale,City,BRFSS,Prevention,0677000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,AgeAdjPrv,Age-adjusted prevalence,39.0,37.9,40.0,,,140081,"(37.3834416566, -122.025624324)",PREVENT,COREM,677000.0,,Core preventive services for older men
2016,CA,California,Sunnyvale,City,BRFSS,Prevention,0677000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,AgeAdjPrv,Age-adjusted prevalence,37.7,36.8,38.6,,,140081,"(37.3834416566, -122.025624324)",PREVENT,COREW,677000.0,,Core preventive services for older women
2016,CA,California,Sunnyvale,City,BRFSS,Unhealthy Behaviors,0677000,Current smoking among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,8.6,8.3,8.9,,,140081,"(37.3834416566, -122.025624324)",UNHBEH,CSMOKING,677000.0,,Current Smoking
2016,CA,California,Sunnyvale,City,BRFSS,Prevention,0677000,Visits to dentist or dental clinic among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,75.6,75.0,76.2,,,140081,"(37.3834416566, -122.025624324)",PREVENT,DENTAL,677000.0,,Dental Visit
2016,CA,California,Sunnyvale,City,BRFSS,Health Outcomes,0677000,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,7.6,7.5,7.7,,,140081,"(37.3834416566, -122.025624324)",HLTHOUT,DIABETES,677000.0,,Diabetes
2015,CA,California,Sunnyvale,City,BRFSS,Health Outcomes,0677000,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,AgeAdjPrv,Age-adjusted prevalence,26.9,26.8,27.0,,,140081,"(37.3834416566, -122.025624324)",HLTHOUT,HIGHCHOL,677000.0,,High Cholesterol
2016,CA,California,Sunnyvale,City,BRFSS,Health Outcomes,0677000,Chronic kidney disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,2.1,2.1,2.1,,,140081,"(37.3834416566, -122.025624324)",HLTHOUT,KIDNEY,677000.0,,Chronic Kidney Disease
2016,CA,California,Sunnyvale,City,BRFSS,Unhealthy Behaviors,0677000,No leisure-time physical activity among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,16.6,16.2,17.0,,,140081,"(37.3834416566, -122.025624324)",UNHBEH,LPA,677000.0,,Physical Inactivity
2016,CA,California,Sunnyvale,City,BRFSS,Prevention,0677000,Mammography use among women aged 50–74 Years,%,AgeAdjPrv,Age-adjusted prevalence,78.5,77.9,79.0,,,140081,"(37.3834416566, -122.025624324)",PREVENT,MAMMOUSE,677000.0,,Mammography
2016,CA,California,Sunnyvale,City,BRFSS,Health Outcomes,0677000,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,8.1,7.9,8.3,,,140081,"(37.3834416566, -122.025624324)",HLTHOUT,MHLTH,677000.0,,Mental Health
2016,CA,California,Sunnyvale,City,BRFSS,Unhealthy Behaviors,0677000,Obesity among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,17.2,17.0,17.3,,,140081,"(37.3834416566, -122.025624324)",UNHBEH,OBESITY,677000.0,,Obesity
2016,CA,California,Sunnyvale,City,BRFSS,Prevention,0677000,Papanicolaou smear use among adult women aged 21–65 Years,%,AgeAdjPrv,Age-adjusted prevalence,79.9,79.4,80.4,,,140081,"(37.3834416566, -122.025624324)",PREVENT,PAPTEST,677000.0,,Pap Smear Test
2016,CA,California,Sunnyvale,City,BRFSS,Health Outcomes,0677000,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,7.7,7.5,7.9,,,140081,"(37.3834416566, -122.025624324)",HLTHOUT,PHLTH,677000.0,,Physical Health
2016,CA,California,Sunnyvale,City,BRFSS,Unhealthy Behaviors,0677000,Sleeping less than 7 hours among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,30.4,30.2,30.7,,,140081,"(37.3834416566, -122.025624324)",UNHBEH,SLEEP,677000.0,,Sleep <7 hours
2016,CA,California,Sunnyvale,City,BRFSS,Health Outcomes,0677000,Stroke among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,1.8,1.8,1.8,,,140081,"(37.3834416566, -122.025624324)",HLTHOUT,STROKE,677000.0,,Stroke
2016,CA,California,Sunnyvale,City,BRFSS,Health Outcomes,0677000,All teeth lost among adults aged >=65 Years,%,AgeAdjPrv,Age-adjusted prevalence,6.2,5.6,6.8,,,140081,"(37.3834416566, -122.025624324)",HLTHOUT,TEETHLOST,677000.0,,Teeth Loss
2016,CA,California,Temecula,City,BRFSS,Health Outcomes,0678120,Current asthma among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,8.1,8.0,8.2,,,100097,"(33.5029980884, -117.12239028)",HLTHOUT,CASTHMA,678120.0,,Current Asthma
2016,CA,California,Temecula,City,BRFSS,Prevention,0678120,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,Age-adjusted prevalence,9.3,9.0,9.7,,,100097,"(33.5029980884, -117.12239028)",PREVENT,ACCESS2,678120.0,,Health Insurance
2016,CA,California,Temecula,City,BRFSS,Health Outcomes,0678120,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,18.9,18.7,19.2,,,100097,"(33.5029980884, -117.12239028)",HLTHOUT,ARTHRITIS,678120.0,,Arthritis
2016,CA,California,Temecula,City,BRFSS,Unhealthy Behaviors,0678120,Binge drinking among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,20.2,20.1,20.3,,,100097,"(33.5029980884, -117.12239028)",UNHBEH,BINGE,678120.0,,Binge Drinking
2015,CA,California,Temecula,City,BRFSS,Health Outcomes,0678120,High blood pressure among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,26.5,26.2,26.7,,,100097,"(33.5029980884, -117.12239028)",HLTHOUT,BPHIGH,678120.0,,High Blood Pressure
2015,CA,California,Temecula,City,BRFSS,Prevention,0678120,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,AgeAdjPrv,Age-adjusted prevalence,51.4,51.2,51.6,,,100097,"(33.5029980884, -117.12239028)",PREVENT,BPMED,678120.0,,Taking BP Medication
2016,CA,California,Temecula,City,BRFSS,Health Outcomes,0678120,Cancer (excluding skin cancer) among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,5.9,5.8,6.0,,,100097,"(33.5029980884, -117.12239028)",HLTHOUT,CANCER,678120.0,,Cancer (except skin)
2016,CA,California,Temecula,City,BRFSS,Health Outcomes,0678120,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,4.9,4.8,5.0,,,100097,"(33.5029980884, -117.12239028)",HLTHOUT,CHD,678120.0,,Coronary Heart Disease
2016,CA,California,Temecula,City,BRFSS,Prevention,0678120,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,66.1,65.8,66.4,,,100097,"(33.5029980884, -117.12239028)",PREVENT,CHECKUP,678120.0,,Annual Checkup
2015,CA,California,Temecula,City,BRFSS,Prevention,0678120,Cholesterol screening among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,76.8,76.4,77.2,,,100097,"(33.5029980884, -117.12239028)",PREVENT,CHOLSCREEN,678120.0,,Cholesterol Screening
2016,CA,California,Temecula,City,BRFSS,Prevention,0678120,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,AgeAdjPrv,Age-adjusted prevalence,72.6,72.0,73.3,,,100097,"(33.5029980884, -117.12239028)",PREVENT,COLON_SCREEN,678120.0,,Colorectal Cancer Screening
2016,CA,California,Temecula,City,BRFSS,Health Outcomes,0678120,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,4.6,4.5,4.8,,,100097,"(33.5029980884, -117.12239028)",HLTHOUT,COPD,678120.0,,COPD
2016,CA,California,Temecula,City,BRFSS,Prevention,0678120,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,AgeAdjPrv,Age-adjusted prevalence,35.2,33.8,36.5,,,100097,"(33.5029980884, -117.12239028)",PREVENT,COREM,678120.0,,Core preventive services for older men
2016,CA,California,Temecula,City,BRFSS,Prevention,0678120,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,AgeAdjPrv,Age-adjusted prevalence,36.6,35.4,37.8,,,100097,"(33.5029980884, -117.12239028)",PREVENT,COREW,678120.0,,Core preventive services for older women
2016,CA,California,Temecula,City,BRFSS,Unhealthy Behaviors,0678120,Current smoking among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,13.0,12.5,13.5,,,100097,"(33.5029980884, -117.12239028)",UNHBEH,CSMOKING,678120.0,,Current Smoking
2016,CA,California,Temecula,City,BRFSS,Prevention,0678120,Visits to dentist or dental clinic among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,71.3,70.5,72.0,,,100097,"(33.5029980884, -117.12239028)",PREVENT,DENTAL,678120.0,,Dental Visit
2016,CA,California,Temecula,City,BRFSS,Health Outcomes,0678120,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,7.9,7.8,8.0,,,100097,"(33.5029980884, -117.12239028)",HLTHOUT,DIABETES,678120.0,,Diabetes
2015,CA,California,Temecula,City,BRFSS,Health Outcomes,0678120,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,AgeAdjPrv,Age-adjusted prevalence,28.6,28.4,28.8,,,100097,"(33.5029980884, -117.12239028)",HLTHOUT,HIGHCHOL,678120.0,,High Cholesterol
2016,CA,California,Temecula,City,BRFSS,Health Outcomes,0678120,Chronic kidney disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,2.4,2.4,2.4,,,100097,"(33.5029980884, -117.12239028)",HLTHOUT,KIDNEY,678120.0,,Chronic Kidney Disease
2016,CA,California,Temecula,City,BRFSS,Unhealthy Behaviors,0678120,No leisure-time physical activity among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,17.8,17.4,18.3,,,100097,"(33.5029980884, -117.12239028)",UNHBEH,LPA,678120.0,,Physical Inactivity
2016,CA,California,Temecula,City,BRFSS,Prevention,0678120,Mammography use among women aged 50–74 Years,%,AgeAdjPrv,Age-adjusted prevalence,78.9,78.2,79.6,,,100097,"(33.5029980884, -117.12239028)",PREVENT,MAMMOUSE,678120.0,,Mammography
2016,CA,California,Temecula,City,BRFSS,Health Outcomes,0678120,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,10.7,10.5,11.0,,,100097,"(33.5029980884, -117.12239028)",HLTHOUT,MHLTH,678120.0,,Mental Health
2016,CA,California,Temecula,City,BRFSS,Unhealthy Behaviors,0678120,Obesity among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,24.5,24.2,24.8,,,100097,"(33.5029980884, -117.12239028)",UNHBEH,OBESITY,678120.0,,Obesity
2016,CA,California,Temecula,City,BRFSS,Prevention,0678120,Papanicolaou smear use among adult women aged 21–65 Years,%,AgeAdjPrv,Age-adjusted prevalence,82.6,82.1,83.1,,,100097,"(33.5029980884, -117.12239028)",PREVENT,PAPTEST,678120.0,,Pap Smear Test
2016,CA,California,Temecula,City,BRFSS,Health Outcomes,0678120,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,10.0,9.8,10.2,,,100097,"(33.5029980884, -117.12239028)",HLTHOUT,PHLTH,678120.0,,Physical Health
2016,CA,California,Temecula,City,BRFSS,Unhealthy Behaviors,0678120,Sleeping less than 7 hours among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,36.4,36.1,36.7,,,100097,"(33.5029980884, -117.12239028)",UNHBEH,SLEEP,678120.0,,Sleep <7 hours
2016,CA,California,Temecula,City,BRFSS,Health Outcomes,0678120,Stroke among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,2.3,2.2,2.4,,,100097,"(33.5029980884, -117.12239028)",HLTHOUT,STROKE,678120.0,,Stroke
2016,CA,California,Temecula,City,BRFSS,Health Outcomes,0678120,All teeth lost among adults aged >=65 Years,%,AgeAdjPrv,Age-adjusted prevalence,9.1,8.2,10.0,,,100097,"(33.5029980884, -117.12239028)",HLTHOUT,TEETHLOST,678120.0,,Teeth Loss
2016,CA,California,Thousand Oaks,City,BRFSS,Prevention,0678582,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,Age-adjusted prevalence,8.0,7.6,8.4,,,126683,"(34.1917745655, -118.874888411)",PREVENT,ACCESS2,678582.0,,Health Insurance
2016,CA,California,Thousand Oaks,City,BRFSS,Health Outcomes,0678582,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,17.7,17.5,17.9,,,126683,"(34.1917745655, -118.874888411)",HLTHOUT,ARTHRITIS,678582.0,,Arthritis
2016,CA,California,Thousand Oaks,City,BRFSS,Unhealthy Behaviors,0678582,Binge drinking among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,19.8,19.7,20.0,,,126683,"(34.1917745655, -118.874888411)",UNHBEH,BINGE,678582.0,,Binge Drinking
2015,CA,California,Thousand Oaks,City,BRFSS,Health Outcomes,0678582,High blood pressure among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,24.4,24.1,24.6,,,126683,"(34.1917745655, -118.874888411)",HLTHOUT,BPHIGH,678582.0,,High Blood Pressure
2015,CA,California,Thousand Oaks,City,BRFSS,Prevention,0678582,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,AgeAdjPrv,Age-adjusted prevalence,52.2,52.0,52.4,,,126683,"(34.1917745655, -118.874888411)",PREVENT,BPMED,678582.0,,Taking BP Medication
2016,CA,California,Thousand Oaks,City,BRFSS,Health Outcomes,0678582,Cancer (excluding skin cancer) among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,6.2,6.2,6.3,,,126683,"(34.1917745655, -118.874888411)",HLTHOUT,CANCER,678582.0,,Cancer (except skin)
2016,CA,California,Thousand Oaks,City,BRFSS,Health Outcomes,0678582,Current asthma among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,8.1,8.0,8.2,,,126683,"(34.1917745655, -118.874888411)",HLTHOUT,CASTHMA,678582.0,,Current Asthma
2016,CA,California,Thousand Oaks,City,BRFSS,Health Outcomes,0678582,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,4.5,4.4,4.6,,,126683,"(34.1917745655, -118.874888411)",HLTHOUT,CHD,678582.0,,Coronary Heart Disease
2016,CA,California,Thousand Oaks,City,BRFSS,Prevention,0678582,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,64.8,64.6,65.1,,,126683,"(34.1917745655, -118.874888411)",PREVENT,CHECKUP,678582.0,,Annual Checkup
2015,CA,California,Thousand Oaks,City,BRFSS,Prevention,0678582,Cholesterol screening among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,78.9,78.5,79.3,,,126683,"(34.1917745655, -118.874888411)",PREVENT,CHOLSCREEN,678582.0,,Cholesterol Screening
2016,CA,California,Thousand Oaks,City,BRFSS,Prevention,0678582,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,AgeAdjPrv,Age-adjusted prevalence,75.4,74.8,76.1,,,126683,"(34.1917745655, -118.874888411)",PREVENT,COLON_SCREEN,678582.0,,Colorectal Cancer Screening
2016,CA,California,Thousand Oaks,City,BRFSS,Health Outcomes,0678582,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,4.4,4.3,4.5,,,126683,"(34.1917745655, -118.874888411)",HLTHOUT,COPD,678582.0,,COPD
2016,CA,California,Thousand Oaks,City,BRFSS,Prevention,0678582,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,AgeAdjPrv,Age-adjusted prevalence,38.3,36.8,39.7,,,126683,"(34.1917745655, -118.874888411)",PREVENT,COREM,678582.0,,Core preventive services for older men
2016,CA,California,Thousand Oaks,City,BRFSS,Prevention,0678582,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,AgeAdjPrv,Age-adjusted prevalence,39.1,37.9,40.4,,,126683,"(34.1917745655, -118.874888411)",PREVENT,COREW,678582.0,,Core preventive services for older women
2016,CA,California,Thousand Oaks,City,BRFSS,Unhealthy Behaviors,0678582,Current smoking among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,11.3,10.8,11.8,,,126683,"(34.1917745655, -118.874888411)",UNHBEH,CSMOKING,678582.0,,Current Smoking
2016,CA,California,Thousand Oaks,City,BRFSS,Prevention,0678582,Visits to dentist or dental clinic among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,75.0,74.3,75.7,,,126683,"(34.1917745655, -118.874888411)",PREVENT,DENTAL,678582.0,,Dental Visit
2016,CA,California,Thousand Oaks,City,BRFSS,Health Outcomes,0678582,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,7.1,7.0,7.2,,,126683,"(34.1917745655, -118.874888411)",HLTHOUT,DIABETES,678582.0,,Diabetes
2015,CA,California,Thousand Oaks,City,BRFSS,Health Outcomes,0678582,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,AgeAdjPrv,Age-adjusted prevalence,27.7,27.5,27.9,,,126683,"(34.1917745655, -118.874888411)",HLTHOUT,HIGHCHOL,678582.0,,High Cholesterol
2016,CA,California,Thousand Oaks,City,BRFSS,Health Outcomes,0678582,Chronic kidney disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,2.2,2.2,2.3,,,126683,"(34.1917745655, -118.874888411)",HLTHOUT,KIDNEY,678582.0,,Chronic Kidney Disease
2016,CA,California,Thousand Oaks,City,BRFSS,Unhealthy Behaviors,0678582,No leisure-time physical activity among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,15.4,15.0,15.8,,,126683,"(34.1917745655, -118.874888411)",UNHBEH,LPA,678582.0,,Physical Inactivity
2016,CA,California,Thousand Oaks,City,BRFSS,Prevention,0678582,Mammography use among women aged 50–74 Years,%,AgeAdjPrv,Age-adjusted prevalence,78.7,78.0,79.3,,,126683,"(34.1917745655, -118.874888411)",PREVENT,MAMMOUSE,678582.0,,Mammography
2016,CA,California,Thousand Oaks,City,BRFSS,Health Outcomes,0678582,Mental health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,10.0,9.8,10.3,,,126683,"(34.1917745655, -118.874888411)",HLTHOUT,MHLTH,678582.0,,Mental Health
2016,CA,California,Thousand Oaks,City,BRFSS,Unhealthy Behaviors,0678582,Obesity among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,21.5,21.2,21.8,,,126683,"(34.1917745655, -118.874888411)",UNHBEH,OBESITY,678582.0,,Obesity
2016,CA,California,Thousand Oaks,City,BRFSS,Prevention,0678582,Papanicolaou smear use among adult women aged 21–65 Years,%,AgeAdjPrv,Age-adjusted prevalence,84.3,83.9,84.8,,,126683,"(34.1917745655, -118.874888411)",PREVENT,PAPTEST,678582.0,,Pap Smear Test
2016,CA,California,Thousand Oaks,City,BRFSS,Health Outcomes,0678582,Physical health not good for >=14 days among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,8.9,8.7,9.1,,,126683,"(34.1917745655, -118.874888411)",HLTHOUT,PHLTH,678582.0,,Physical Health
2016,CA,California,Thousand Oaks,City,BRFSS,Unhealthy Behaviors,0678582,Sleeping less than 7 hours among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,32.2,31.9,32.5,,,126683,"(34.1917745655, -118.874888411)",UNHBEH,SLEEP,678582.0,,Sleep <7 hours
2016,CA,California,Thousand Oaks,City,BRFSS,Health Outcomes,0678582,Stroke among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,2.1,2.0,2.2,,,126683,"(34.1917745655, -118.874888411)",HLTHOUT,STROKE,678582.0,,Stroke
2016,CA,California,Thousand Oaks,City,BRFSS,Health Outcomes,0678582,All teeth lost among adults aged >=65 Years,%,AgeAdjPrv,Age-adjusted prevalence,7.5,6.7,8.3,,,126683,"(34.1917745655, -118.874888411)",HLTHOUT,TEETHLOST,678582.0,,Teeth Loss
2016,CA,California,Torrance,City,BRFSS,Unhealthy Behaviors,0680000,Binge drinking among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,17.0,17.0,17.1,,,145438,"(33.8345985464, -118.341641983)",UNHBEH,BINGE,680000.0,,Binge Drinking
2016,CA,California,Torrance,City,BRFSS,Prevention,0680000,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,Age-adjusted prevalence,8.0,7.7,8.2,,,145438,"(33.8345985464, -118.341641983)",PREVENT,ACCESS2,680000.0,,Health Insurance
2016,CA,California,Torrance,City,BRFSS,Health Outcomes,0680000,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,15.8,15.7,16.0,,,145438,"(33.8345985464, -118.341641983)",HLTHOUT,ARTHRITIS,680000.0,,Arthritis
